As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status,Comments
5/30/2024,00002,1619288,6567,EUR,CREDIT CARDS,DEFERRED ORIGINATION FEES,44291,44290.856379109864,-0.14362089013593504,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00000,1619288,5394,INR,ALL OTHER LOANS,DEFERRED COSTS,45091,45091.65454303379,0.6545430337864673,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00003,1619288,4855,EUR,CREDIT CARDS,DEFERRED ORIGINATION FEES,63041,63040.91619622374,-0.08380377625871915,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00002,1618001,4796,INR,ALL OTHER LOANS,INTEREST INCOME,63690,63689.084889750666,-0.9151102493342478,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00003,1623456,6231,USD,ALL OTHER LOANS,INTEREST INCOME,22772,22772.017794231597,0.017794231596781174,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00002,1618001,4238,INR,MORTGAGES,INTEREST INCOME,33038,33037.86574827926,-0.1342517207376659,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00002,1619288,5660,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,26765,26764.754997269156,-0.24500273084413493,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00000,1618001,5604,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,26653,26652.33101250096,-0.6689874990406679,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00003,1619288,4121,USD,CREDIT CARDS,DEFERRED ORIGINATION FEES,74240,74240.76332421943,0.7633242194278864,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1623456,6446,INR,CREDIT CARDS,DEFERRED ORIGINATION FEES,27356,27355.6208765399,-0.37912346010125475,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00003,1618001,4691,EUR,CREDIT CARDS,PRINCIPAL,17943,17942.213487652683,-0.7865123473166022,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00002,1619205,4626,USD,MORTGAGES,PRINCIPAL,90738,90738.28560517816,0.28560517815640196,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00001,1618001,6296,EUR,MORTGAGES,DEFERRED COSTS,26288,26288.14465156705,0.14465156705045956,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00000,1619205,6383,USD,ALL OTHER LOANS,DEFERRED COSTS,96030,96030.00359865268,0.003598652678192593,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00000,1623456,5688,INR,CREDIT CARDS,DEFERRED COSTS,22344,22344.585423835946,0.5854238359461306,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00000,1619288,4948,INR,ALL OTHER LOANS,PRINCIPAL,51510,51509.878451541335,-0.12154845866461983,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00003,1618001,4105,EUR,CREDIT CARDS,PRINCIPAL,72521,72520.26365677295,-0.7363432270503836,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00002,1618001,6605,GBP,CREDIT CARDS,DEFERRED ORIGINATION FEES,32357,32356.214918704572,-0.785081295427517,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00003,1623456,4694,EUR,ALL OTHER LOANS,PRINCIPAL,73951,73951.2015857905,0.20158579050621483,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00000,1619205,5023,INR,ALL OTHER LOANS,INTEREST INCOME,23347,23346.461750175567,-0.5382498244325689,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1623456,5198,EUR,MORTGAGES,DEFERRED ORIGINATION FEES,84895,84894.85634230163,-0.14365769836877007,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00001,1618001,4257,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,87604,87604.27859512868,0.2785951286787167,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00003,1618001,6970,INR,MORTGAGES,INTEREST INCOME,66990,66990.37234351102,0.37234351101506036,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00001,1619205,5750,GBP,MORTGAGES,INTEREST INCOME,13561,13560.910762663438,-0.0892373365622916,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00000,1623456,6533,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,70717,70716.06634559332,-0.9336544066754868,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00001,1618001,5374,GBP,CREDIT CARDS,PRINCIPAL,20584,20583.58581174426,-0.4141882557414647,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00001,1619205,4621,USD,ALL OTHER LOANS,PRINCIPAL,64443,64442.01401719765,-0.9859828023472801,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1619205,6390,USD,MORTGAGES,DEFERRED ORIGINATION FEES,50916,50916.518947805125,0.5189478051252081,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00003,1623456,4181,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,94633,94633.34256295708,0.3425629570847377,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00001,1623456,4941,GBP,MORTGAGES,PRINCIPAL,24459,24458.33090628621,-0.6690937137900619,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00003,1619205,5720,EUR,ALL OTHER LOANS,PRINCIPAL,44352,44352.120160942475,0.12016094247519504,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00002,1618001,5612,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,69609,69608.13112171026,-0.8688782897370402,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1618001,6463,GBP,ALL OTHER LOANS,INTEREST INCOME,47839,47838.535212922245,-0.464787077755318,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00002,1623456,6173,EUR,ALL OTHER LOANS,DEFERRED COSTS,52485,52485.66068167343,0.6606816734274616,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00003,1623456,6450,INR,ALL OTHER LOANS,PRINCIPAL,93874,93873.41284957636,-0.5871504236420151,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00003,1623456,4933,GBP,CREDIT CARDS,PRINCIPAL,71622,71622.36717747798,0.3671774779795669,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00002,1623456,6954,GBP,MORTGAGES,PRINCIPAL,20794,20794.598676488804,0.5986764888039033,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00003,1619205,4404,INR,ALL OTHER LOANS,DEFERRED COSTS,91597,91597.31815854047,0.318158540467266,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00002,1623456,4945,EUR,ALL OTHER LOANS,PRINCIPAL,56003,56002.677351739825,-0.3226482601749012,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00001,1619288,6617,GBP,CREDIT CARDS,DEFERRED ORIGINATION FEES,98078,98078.40775980627,0.4077598062722245,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00003,1619205,4519,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,59305,59304.34587766021,-0.6541223397871363,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1623456,6157,EUR,ALL OTHER LOANS,PRINCIPAL,13255,13255.363370784511,0.3633707845110621,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1619288,6479,EUR,CREDIT CARDS,DEFERRED ORIGINATION FEES,46166,46165.807969312715,-0.19203068728529615,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00001,1618001,4701,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34616,34616.498636235556,0.4986362355557503,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1619288,6058,USD,ALL OTHER LOANS,INTEREST INCOME,83874,83874.11981726345,0.11981726344674826,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00002,1623456,6511,USD,CREDIT CARDS,PRINCIPAL,83153,83153.47684069283,0.47684069283423014,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00002,1623456,5708,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,56286,56286.762035652995,0.7620356529951096,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00001,1618001,5916,INR,MORTGAGES,DEFERRED COSTS,62717,62716.30074462779,-0.6992553722084267,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00000,1619288,5590,EUR,ALL OTHER LOANS,INTEREST INCOME,26409,26409.64463376219,0.6446337621891871,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00002,1619205,5424,EUR,MORTGAGES,DEFERRED ORIGINATION FEES,99797,99797.5677567186,0.5677567186066881,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1618001,5429,INR,MORTGAGES,DEFERRED ORIGINATION FEES,46133,46133.930720420576,0.9307204205761082,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1623456,6601,INR,MORTGAGES,DEFERRED ORIGINATION FEES,66746,66746.4008376234,0.4008376233978197,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1623456,5069,INR,CREDIT CARDS,INTEREST INCOME,15318,15317.707511228129,-0.2924887718709215,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00001,1619205,5093,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,41724,41724.523323719186,0.5233237191860098,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00000,1623456,4973,USD,MORTGAGES,PRINCIPAL,71584,71584.16906478396,0.16906478395685554,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00000,1623456,6144,EUR,CREDIT CARDS,PRINCIPAL,50376,50376.36163181733,0.3616318173299078,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00003,1619205,6147,USD,ALL OTHER LOANS,INTEREST INCOME,77951,77950.71450794033,-0.2854920596728334,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00001,1619288,5669,GBP,ALL OTHER LOANS,DEFERRED COSTS,48856,48855.415491694075,-0.5845083059248282,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00001,1619288,6932,EUR,ALL OTHER LOANS,INTEREST INCOME,36110,36109.94226460463,-0.05773539537040051,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00001,1623456,5103,USD,ALL OTHER LOANS,PRINCIPAL,71003,71002.45307485062,-0.5469251493777847,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1623456,4291,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34810,34810.52796395958,0.5279639595828485,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00002,1619288,5966,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,98667,98666.17813358044,-0.8218664195592282,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1619205,4729,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,54023,54022.60678246936,-0.39321753063995857,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00001,1619205,4836,GBP,ALL OTHER LOANS,PRINCIPAL,77337,77337.06043971344,0.0604397134447936,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00002,1619288,5170,GBP,MORTGAGES,DEFERRED COSTS,35291,35291.19992313665,0.19992313664988615,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00002,1623456,6917,GBP,ALL OTHER LOANS,INTEREST INCOME,11050,11049.112908168709,-0.8870918312914,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00002,1623456,4071,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,28413,28413.787626194153,0.7876261941528355,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00001,1623456,6213,GBP,MORTGAGES,INTEREST INCOME,80563,80563.35534348777,0.3553434877685504,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00001,1619288,5989,USD,ALL OTHER LOANS,PRINCIPAL,57341,57340.64922925818,-0.3507707418175414,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1618001,6601,USD,ALL OTHER LOANS,PRINCIPAL,24346,24346.457399851148,0.4573998511477839,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00001,1619288,6328,USD,ALL OTHER LOANS,PRINCIPAL,42195,42194.192095351245,-0.8079046487546293,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1619288,6239,GBP,MORTGAGES,DEFERRED COSTS,42127,42127.174846480666,0.1748464806660195,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1623456,5584,GBP,ALL OTHER LOANS,PRINCIPAL,60839,60838.620861693176,-0.37913830682373373,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00002,1619205,4031,GBP,ALL OTHER LOANS,PRINCIPAL,39279,39278.74791765684,-0.25208234316232847,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1619205,6636,INR,ALL OTHER LOANS,INTEREST INCOME,75968,75967.12719762315,-0.8728023768489948,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00003,1623456,6184,GBP,ALL OTHER LOANS,DEFERRED COSTS,14034,14034.029180814528,0.0291808145284449,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00000,1618001,5204,INR,CREDIT CARDS,DEFERRED ORIGINATION FEES,60871,60870.32709022968,-0.6729097703209845,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00001,1618001,4764,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,90144,90144.88140376331,0.8814037633128464,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00001,1619205,4286,INR,CREDIT CARDS,DEFERRED COSTS,50985,50985.925400513406,0.9254005134062027,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00003,1619205,4837,USD,MORTGAGES,INTEREST INCOME,91089,91089.00509941523,0.005099415226140991,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00001,1623456,5081,GBP,CREDIT CARDS,DEFERRED COSTS,34564,34564.63305731584,0.6330573158411426,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1618001,6874,USD,CREDIT CARDS,INTEREST INCOME,52394,52393.89847930323,-0.10152069677133113,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1619288,6481,USD,MORTGAGES,PRINCIPAL,18309,18309.280855692312,0.28085569231188856,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00003,1618001,6758,GBP,MORTGAGES,INTEREST INCOME,55149,55148.19976107629,-0.8002389237080934,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00003,1623456,4520,GBP,MORTGAGES,PRINCIPAL,18418,18418.405120947064,0.4051209470635513,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1618001,4748,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,29027,29026.183970553036,-0.8160294469635119,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00002,1619205,6518,GBP,MORTGAGES,DEFERRED COSTS,58234,58233.72576586096,-0.2742341390403453,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00003,1623456,4150,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,68655,68654.30972311573,-0.6902768842701335,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00001,1619288,5247,GBP,ALL OTHER LOANS,INTEREST INCOME,20891,20890.464418848675,-0.5355811513254594,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00003,1619288,6061,USD,CREDIT CARDS,DEFERRED ORIGINATION FEES,52283,52283.135941197965,0.13594119796471205,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1623456,6923,USD,MORTGAGES,DEFERRED ORIGINATION FEES,21254,21253.128120050347,-0.8718799496527936,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00003,1618001,5272,INR,CREDIT CARDS,DEFERRED COSTS,66772,66771.5315432189,-0.4684567811054876,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00002,1619205,4610,EUR,MORTGAGES,PRINCIPAL,30036,30035.03915030837,-0.9608496916298463,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00000,1619205,5602,EUR,ALL OTHER LOANS,DEFERRED COSTS,17703,17702.02689244292,-0.9731075570816756,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00001,1619288,5530,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,91618,91618.06233159588,0.06233159588009585,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00002,1619288,6438,GBP,ALL OTHER LOANS,DEFERRED COSTS,42468,42468.50268683149,0.5026868314889725,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1618001,6133,EUR,ALL OTHER LOANS,DEFERRED COSTS,51264,51264.58544330612,0.5854433061176678,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00001,1619205,6552,GBP,CREDIT CARDS,INTEREST INCOME,87692,87691.72469106408,-0.27530893591756467,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00003,1619288,4528,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,30351,30350.03474972349,-0.9652502765093232,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00002,1619288,5444,GBP,ALL OTHER LOANS,DEFERRED COSTS,80650,80650.21794160231,0.21794160231365822,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00001,1618001,5059,GBP,MORTGAGES,INTEREST INCOME,15128,15128.377116303864,0.3771163038636587,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00000,1619205,6381,EUR,MORTGAGES,PRINCIPAL,40348,40348.09160166601,0.0916016660121386,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00003,1619288,4954,INR,ALL OTHER LOANS,INTEREST INCOME,68097,68097.83512762566,0.8351276256580604,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00002,1619288,4392,GBP,MORTGAGES,INTEREST INCOME,39192,39192.88274848572,0.8827484857174568,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00001,1619205,6829,GBP,MORTGAGES,DEFERRED COSTS,51293,51293.401264199965,0.401264199965226,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00000,1619205,5385,GBP,ALL OTHER LOANS,DEFERRED COSTS,20414,20413.47428495571,-0.5257150442885177,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1619205,5439,USD,MORTGAGES,DEFERRED COSTS,72602,72602.81194530292,0.8119453029212309,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00002,1619288,4040,GBP,MORTGAGES,PRINCIPAL,10569,10569.605046559887,0.6050465598873416,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00002,1618001,4034,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,58780,58780.18953379584,0.18953379584127106,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00000,1619205,4163,INR,ALL OTHER LOANS,INTEREST INCOME,14652,14651.801079007168,-0.19892099283242715,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1619205,5682,GBP,ALL OTHER LOANS,PRINCIPAL,10384,10383.585492509414,-0.4145074905864021,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00003,1619205,4177,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,87145,87145.42879565633,0.4287956563348416,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00000,1619288,5525,INR,CREDIT CARDS,DEFERRED COSTS,33661,33660.41907034581,-0.5809296541920048,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00001,1618001,5938,GBP,ALL OTHER LOANS,PRINCIPAL,33909,33908.307972962524,-0.692027037475782,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1619288,5769,INR,MORTGAGES,DEFERRED COSTS,96536,96536.6896309462,0.6896309462026693,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00003,1619205,5134,GBP,ALL OTHER LOANS,DEFERRED COSTS,26431,26431.73264488783,0.7326448878302472,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00001,1619288,4900,GBP,ALL OTHER LOANS,INTEREST INCOME,73742,73741.46650355647,-0.533496443531476,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00002,1619288,4545,GBP,MORTGAGES,INTEREST INCOME,20107,20106.42647006395,-0.5735299360494537,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00003,1623456,6975,INR,MORTGAGES,INTEREST INCOME,63152,63151.579230616175,-0.4207693838252453,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00002,1619288,4416,EUR,CREDIT CARDS,DEFERRED ORIGINATION FEES,62468,62468.726838865325,0.7268388653246802,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1618001,5591,INR,CREDIT CARDS,INTEREST INCOME,55877,55876.93830913791,-0.061690862086834386,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1619205,5104,EUR,CREDIT CARDS,PRINCIPAL,39442,39441.09085967026,-0.9091403297425131,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00001,1618001,5121,USD,MORTGAGES,DEFERRED COSTS,18846,18846.167188110547,0.16718811054670368,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00000,1619205,4478,USD,ALL OTHER LOANS,PRINCIPAL,58876,58875.3454895577,-0.6545104422984878,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00003,1623456,4904,GBP,ALL OTHER LOANS,INTEREST INCOME,29109,29108.975890458718,-0.024109541282086866,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00003,1618001,4399,INR,CREDIT CARDS,DEFERRED ORIGINATION FEES,14862,14861.339384515995,-0.6606154840046656,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00001,1618001,6449,EUR,MORTGAGES,INTEREST INCOME,36032,36031.79681000423,-0.20318999577284558,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00003,1619205,4182,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,99733,99733.13147093785,0.1314709378493717,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1618001,6856,GBP,MORTGAGES,PRINCIPAL,77521,77521.28037905262,0.2803790526231751,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00002,1619288,4408,INR,CREDIT CARDS,DEFERRED COSTS,19774,19774.77162196062,0.7716219606190862,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00003,1619205,4795,USD,CREDIT CARDS,PRINCIPAL,33365,33364.173626668846,-0.8263733311541728,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1618001,5533,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,60524,60523.50971382701,-0.49028617299336474,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00000,1623456,4980,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,82491,82490.86447574722,-0.1355242527788505,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00002,1619205,4667,EUR,CREDIT CARDS,DEFERRED COSTS,29623,29622.234257357544,-0.7657426424557343,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00001,1619288,5793,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,78499,78499.11775013368,0.11775013367878273,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1623456,6867,USD,ALL OTHER LOANS,INTEREST INCOME,55740,55739.11281055479,-0.8871894452095148,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00000,1619205,6999,INR,MORTGAGES,INTEREST INCOME,51414,51414.08277304654,0.08277304653893225,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00002,1618001,4773,GBP,ALL OTHER LOANS,INTEREST INCOME,65767,65766.63891418235,-0.3610858176543843,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00003,1619288,4635,GBP,MORTGAGES,INTEREST INCOME,16874,16874.29320863585,0.29320863584871404,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00002,1619288,5208,EUR,ALL OTHER LOANS,PRINCIPAL,57181,57180.132718400004,-0.867281599996204,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00000,1623456,6067,INR,MORTGAGES,DEFERRED ORIGINATION FEES,32106,32105.734400648664,-0.2655993513362773,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00003,1619205,4899,GBP,MORTGAGES,INTEREST INCOME,72727,72726.13664872272,-0.8633512772794347,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00003,1619205,4366,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33876,33876.75075305537,0.7507530553702964,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00002,1623456,4600,GBP,CREDIT CARDS,DEFERRED COSTS,92103,92103.35261432327,0.3526143232738832,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00002,1619288,5756,EUR,CREDIT CARDS,DEFERRED COSTS,69072,69072.23856711955,0.2385671195515897,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00003,1623456,5420,GBP,MORTGAGES,INTEREST INCOME,57654,57654.296562492455,0.2965624924545409,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00003,1619205,6727,USD,ALL OTHER LOANS,DEFERRED COSTS,99185,99184.59362666021,-0.4063733397924807,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00001,1623456,5077,USD,ALL OTHER LOANS,DEFERRED COSTS,99867,99866.20882699778,-0.791173002216965,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00000,1623456,5386,INR,MORTGAGES,DEFERRED COSTS,82221,82221.00207793292,0.002077932920656167,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00002,1623456,6209,INR,MORTGAGES,DEFERRED COSTS,81404,81404.40480059251,0.4048005925142206,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00001,1619288,4329,EUR,MORTGAGES,PRINCIPAL,98038,98038.17859559604,0.17859559603675734,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00000,1618001,5989,INR,ALL OTHER LOANS,INTEREST INCOME,20804,20804.848751984315,0.8487519843147311,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1619288,4450,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,49916,49916.172972091015,0.17297209101525368,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1619205,5113,USD,CREDIT CARDS,PRINCIPAL,15424,15423.339096231539,-0.6609037684611394,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00003,1619205,4178,USD,ALL OTHER LOANS,INTEREST INCOME,23179,23178.194884535173,-0.805115464827395,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1619288,6263,EUR,ALL OTHER LOANS,PRINCIPAL,22260,22260.327615837574,0.3276158375738305,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00001,1619205,4914,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,69908,69908.84037737673,0.8403773767349776,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00002,1618001,4340,USD,MORTGAGES,PRINCIPAL,64269,64269.779547500766,0.779547500766057,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1619205,4148,INR,MORTGAGES,DEFERRED COSTS,47676,47676.344370220395,0.3443702203949215,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00001,1619288,4400,USD,CREDIT CARDS,PRINCIPAL,22030,22029.8258627099,-0.17413729010149837,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00002,1623456,6871,USD,CREDIT CARDS,DEFERRED ORIGINATION FEES,56255,56255.31320186711,0.31320186710945563,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00000,1623456,4830,INR,ALL OTHER LOANS,PRINCIPAL,11200,11199.771179429237,-0.22882057076276396,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1619205,5855,USD,MORTGAGES,DEFERRED COSTS,35549,35549.46190501066,0.46190501066303113,Match,Difference is within tolerance (less than 1 USD)
